image,json,label,raw_label,split
3084.jpg,3084.json,empty,bottle_empty,val
3100.jpg,3100.json,empty,bottle_empty,val
3113.jpg,3113.json,empty,bottle_empty,val
313.jpg,313.json,empty,bottle_empty,val
3136.jpg,3136.json,empty,bottle_empty,val
3153.png,3153.json,empty,bottle_empty,val
3170.jpg,3170.json,empty,bottle_empty,val
3173.jpg,3173.json,empty,bottle_empty,val
319.jpg,319.json,empty,bottle_empty,val
3211.jpg,3211.json,empty,bottle_empty,val
3213.jpg,3213.json,empty,bottle_empty,val
3259.jpg,3259.json,empty,bottle_empty,val
3280.jpg,3280.json,empty,bottle_empty,val
3291.jpg,3291.json,empty,bottle_empty,val
3294.jpg,3294.json,empty,bottle_empty,val
3301.jpg,3301.json,empty,bottle_empty,val
3303.jpg,3303.json,empty,bottle_empty,val
3311.jpg,3311.json,empty,bottle_empty,val
3315.jpg,3315.json,empty,bottle_empty,val
3320.jpg,3320.json,empty,bottle_empty,val
3401.jpg,3401.json,empty,bottle_empty,val
3405.jpg,3405.json,empty,bottle_empty,val
3425.jpg,3425.json,empty,bottle_empty,val
3429.jpg,3429.json,empty,bottle_empty,val
3430.jpg,3430.json,empty,bottle_empty,val
3432.jpg,3432.json,empty,bottle_empty,val
3444.jpg,3444.json,empty,bottle_empty,val
3451.png,3451.json,empty,bottle_empty,val
3454.png,3454.json,empty,bottle_empty,val
3460.png,3460.json,empty,bottle_empty,val
570.jpg,570.json,empty,bottle_empty,val
580.jpg,580.json,empty,bottle_empty,val
083.jpg,083.json,low,bottle_low,val
098.jpg,098.json,low,bottle_low,val
1036.jpg,1036.json,low,bottle_low,val
1056.jpg,1056.json,low,bottle_low,val
1065.jpg,1065.json,low,bottle_low,val
1087.jpg,1087.json,low,bottle_low,val
1097.jpg,1097.json,low,bottle_low,val
3080.jpg,3080.json,low,bottle_low,val
505.jpg,505.json,low,bottle_low,val
506.jpg,506.json,low,bottle_low,val
550.jpg,550.json,low,bottle_low,val
559.jpg,559.json,low,bottle_low,val
576.jpg,576.json,low,bottle_low,val
006.jpg,006.json,medium,bottle_medium,val
021.jpg,021.json,medium,bottle_low,val
032.jpg,032.json,medium,bottle_low,val
034.jpg,034.json,medium,bottle_low,val
042.jpg,042.json,medium,bottle_medium,val
043.jpg,043.json,medium,bottle_medium,val
056.jpg,056.json,medium,bottle_medium,val
068.jpg,068.json,medium,bottle_low,val
1017.jpg,1017.json,medium,bottle_medium,val
1025.jpg,1025.json,medium,bottle_medium,val
1032.jpg,1032.json,medium,bottle_medium,val
1049.jpg,1049.json,medium,bottle_medium,val
1053.jpg,1053.json,medium,bottle_medium,val
1062.jpg,1062.json,medium,bottle_medium,val
1064.jpg,1064.json,medium,bottle_medium,val
1072.jpg,1072.json,medium,bottle_medium,val
1088.jpg,1088.json,medium,bottle_medium,val
306.jpg,306.json,medium,bottle_medium,val
519.jpg,519.json,medium,bottle_medium,val
544.jpg,544.json,medium,bottle_medium,val
107.jpg,107.json,high,bottle_high,val
117.jpeg,117.json,high,bottle_high,val
127.jpg,127.json,high,bottle_high,val
145.jpeg,145.json,high,bottle_high,val
155.jpg,155.json,high,bottle_high,val
157.jpeg,157.json,high,bottle_high,val
173.jpeg,173.json,high,bottle_high,val
239.jpeg,239.json,high,bottle_high,val
269.jpg,269.json,high,bottle_high,val
270.jpg,270.json,high,bottle_high,val
272.png,272.json,high,bottle_high,val
3030.jpg,3030.json,high,bottle_high,val
3064.jpg,3064.json,high,bottle_high,val
3071.jpg,3071.json,high,bottle_high,val
3089.jpg,3089.json,high,bottle_high,val
3096.jpg,3096.json,high,bottle_high,val
3103.jpg,3103.json,high,bottle_high,val
3121.jpg,3121.json,high,bottle_high,val
3128.jpg,3128.json,high,bottle_high,val
3129.jpg,3129.json,high,bottle_high,val
3130.jpg,3130.json,high,bottle_high,val
315.jpg,315.json,high,bottle_high,val
3155.jpg,3155.json,high,bottle_high,val
3160.jpg,3160.json,high,bottle_high,val
3187.jpg,3187.json,high,bottle_high,val
3197.jpg,3197.json,high,bottle_high,val
3209.jpg,3209.json,high,bottle_high,val
3229.jpg,3229.json,high,bottle_high,val
3233.jpg,3233.json,high,bottle_high,val
3236.jpg,3236.json,high,bottle_high,val
3262.jpg,3262.json,high,bottle_high,val
3267.jpg,3267.json,high,bottle_high,val
3275.jpg,3275.json,high,bottle_high,val
3288.jpg,3288.json,high,bottle_high,val
3328.jpg,3328.json,high,bottle_high,val
3329.jpg,3329.json,high,bottle_high,val
3336.jpg,3336.json,high,bottle_high,val
3340.jpg,3340.json,high,bottle_high,val
3346.jpg,3346.json,high,bottle_high,val
3357.jpg,3357.json,high,bottle_high,val
3364.jpg,3364.json,high,bottle_high,val
3372.jpg,3372.json,high,bottle_medium,val
3374.jpg,3374.json,high,bottle_high,val
3475.png,3475.json,high,bottle_high,val
3485.png,3485.json,high,bottle_high,val
3489.png,3489.json,high,bottle_high,val
3494.png,3494.json,high,bottle_high,val
523.jpg,523.json,high,bottle_high,val
525.jpg,525.json,high,bottle_high,val
526.jpg,526.json,high,bottle_high,val
113.jpeg,113.json,empty,bottle_empty,test
164.jpg,164.json,empty,bottle_empty,test
170.jpg,170.json,empty,bottle_empty,test
175.jpeg,175.json,empty,bottle_empty,test
178.jpg,178.json,empty,bottle_empty,test
196.jpg,196.json,empty,bottle_empty,test
277.jpg,277.json,empty,bottle_empty,test
287.jpg,287.json,empty,bottle_empty,test
296.jpg,296.json,empty,bottle_empty,test
298.jpg,298.json,empty,bottle_empty,test
3001.jpg,3001.json,empty,bottle_empty,test
3006.jpg,3006.json,empty,bottle_empty,test
3012.jpg,3012.json,empty,bottle_empty,test
302.jpg,302.json,empty,bottle_empty,test
3042.jpg,3042.json,empty,bottle_empty,test
3045.jpg,3045.json,empty,bottle_empty,test
3087.jpg,3087.json,empty,bottle_empty,test
310.jpg,310.json,empty,bottle_empty,test
3116.jpg,3116.json,empty,bottle_empty,test
3117.jpg,3117.json,empty,bottle_empty,test
3118.jpg,3118.json,empty,bottle_empty,test
312.jpeg,312.json,empty,bottle_empty,test
3137.jpg,3137.json,empty,bottle_empty,test
3142.jpg,3142.json,empty,bottle_empty,test
3152.png,3152.json,empty,bottle_empty,test
316.jpg,316.json,empty,bottle_empty,test
3164.jpg,3164.json,empty,bottle_empty,test
3176.jpg,3176.json,empty,bottle_empty,test
3249.jpg,3249.json,empty,bottle_empty,test
3254.jpg,3254.json,empty,bottle_empty,test
3260.jpg,3260.json,empty,bottle_empty,test
3282.jpg,3282.json,empty,bottle_empty,test
3286.jpg,3286.json,empty,bottle_empty,test
3298.jpg,3298.json,empty,bottle_empty,test
3299.jpg,3299.json,empty,bottle_empty,test
3319.jpg,3319.json,empty,bottle_empty,test
3321.jpg,3321.json,empty,bottle_empty,test
3398.jpg,3398.json,empty,bottle_empty,test
3404.jpg,3404.json,empty,bottle_empty,test
3427.jpg,3427.json,empty,bottle_empty,test
3443.jpg,3443.json,empty,bottle_empty,test
3448.jpg,3448.json,empty,bottle_empty,test
3456.png,3456.json,empty,bottle_empty,test
3496.png,3496.json,empty,bottle_empty,test
3505.png,3505.json,empty,bottle_empty,test
578.jpg,578.json,empty,bottle_empty,test
582.jpg,582.json,empty,bottle_empty,test
585.jpg,585.json,empty,bottle_empty,test
586.jpg,586.json,empty,bottle_empty,test
028.jpg,028.json,low,bottle_low,test
070.jpg,070.json,low,bottle_low,test
080.jpg,080.json,low,bottle_low,test
1050.jpg,1050.json,low,bottle_low,test
1054.jpg,1054.json,low,bottle_low,test
3085.jpg,3085.json,low,bottle_low,test
3204.jpg,3204.json,low,bottle_low,test
537.jpg,537.json,low,bottle_low,test
551.jpg,551.json,low,bottle_low,test
557.jpg,557.json,low,bottle_low,test
561.jpg,561.json,low,bottle_low,test
565.jpg,565.json,low,bottle_low,test
569.jpg,569.json,low,bottle_low,test
581.jpg,581.json,low,bottle_low,test
005.png,005.json,medium,bottle_medium,test
010.jpg,010.json,medium,bottle_medium,test
016.jpg,016.json,medium,bottle_medium,test
031.jpg,031.json,medium,bottle_low,test
038.jpg,038.json,medium,bottle_low,test
040.jpg,040.json,medium,bottle_low,test
044.jpg,044.json,medium,bottle_medium,test
051.jpg,051.json,medium,bottle_medium,test
052.jpg,052.json,medium,bottle_low,test
053.jpg,053.json,medium,bottle_medium,test
059.jpg,059.json,medium,bottle_medium,test
060.jpg,060.json,medium,bottle_medium,test
1038.jpg,1038.json,medium,bottle_medium,test
1048.jpg,1048.json,medium,bottle_medium,test
1063.jpg,1063.json,medium,bottle_medium,test
1073.jpg,1073.json,medium,bottle_medium,test
1078.jpg,1078.json,medium,bottle_medium,test
1083.jpg,1083.json,medium,bottle_medium,test
226.jpg,226.json,medium,bottle_medium,test
3472.png,3472.json,medium,bottle_medium,test
512.jpg,512.json,medium,bottle_medium,test
514.jpg,514.json,medium,bottle_medium,test
108.jpg,108.json,high,bottle_high,test
124.jpeg,124.json,high,bottle_high,test
135.jpeg,135.json,high,bottle_high,test
137.jpeg,137.json,high,bottle_high,test
153.jpg,153.json,high,bottle_high,test
161.jpeg,161.json,high,bottle_high,test
166.jpeg,166.json,high,bottle_high,test
181.jpg,181.json,high,bottle_high,test
212.jpeg,212.json,high,bottle_high,test
230.jpeg,230.json,high,bottle_high,test
264.jpeg,264.json,high,bottle_high,test
281.png,281.json,high,bottle_high,test
292.jpeg,292.json,high,bottle_high,test
3023.jpg,3023.json,high,bottle_high,test
3032.jpg,3032.json,high,bottle_high,test
3034.jpg,3034.json,high,bottle_high,test
3075.jpg,3075.json,high,bottle_high,test
3082.jpg,3082.json,high,bottle_high,test
3091.jpg,3091.json,high,bottle_high,test
3101.jpg,3101.json,high,bottle_high,test
3102.jpg,3102.json,high,bottle_high,test
3105.jpg,3105.json,high,bottle_high,test
3134.jpg,3134.json,high,bottle_high,test
3181.jpg,3181.json,high,bottle_high,test
3186.jpg,3186.json,high,bottle_high,test
3199.jpg,3199.json,high,bottle_high,test
3235.jpg,3235.json,high,bottle_high,test
3252.jpg,3252.json,high,bottle_high,test
3266.jpg,3266.json,high,bottle_high,test
3272.jpg,3272.json,high,bottle_high,test
3273.jpg,3273.json,high,bottle_high,test
3290.jpg,3290.json,high,bottle_high,test
3326.jpg,3326.json,high,bottle_high,test
3331.jpg,3331.json,high,bottle_high,test
3335.jpg,3335.json,high,bottle_high,test
3341.jpg,3341.json,high,bottle_high,test
3351.jpg,3351.json,high,bottle_high,test
3356.jpg,3356.json,high,bottle_high,test
3361.jpg,3361.json,high,bottle_high,test
3363.jpg,3363.json,high,bottle_high,test
3369.jpg,3369.json,high,bottle_high,test
3378.jpg,3378.json,high,bottle_high,test
3383.jpg,3383.json,high,bottle_high,test
3384.jpg,3384.json,high,bottle_high,test
3466.png,3466.json,high,bottle_high,test
3473.png,3473.json,high,bottle_high,test
3486.png,3486.json,high,bottle_high,test
3490.png,3490.json,high,bottle_high,test
3493.png,3493.json,high,bottle_high,test
501.jpg,501.json,high,bottle_high,test
521.jpg,521.json,high,bottle_high,test
